id,estado,municipio,poblacion,indice_marginacion 
8672,Sinaloa,Municipio_0008672,1204033,-1.56
8673,Tamaulipas,Municipio_0008673,60645,1.4532
8674,Nuevo Leon,Municipio_0008674,750635,-1.911
8675,Guerrero,Municipio_0008675,149703,0.5929
8676,Guanajuato,Municipio_0008676,1316661,1.8171
8677,Tamaulipas,Municipio_0008677,1723056,0.7922
8678,Colima,Municipio_0008678,1870358,-1.2409
8679,Hidalgo,Municipio_0008679,979932,-2.2484
8680,Sonora,Municipio_0008680,130602,-1.7665
8681,San Luis Potosi,Municipio_0008681,856387,-0.0212
8682,Sonora,Municipio_0008682,1196675,-1.3715
8683,Michoacan,Municipio_0008683,455425,2.1063
8684,Jalisco,Municipio_0008684,1655593,0.715
8685,Guerrero,Municipio_0008685,1345644,-0.8724
8686,Morelos,Municipio_0008686,604305,0.1193
8687,Zacatecas,Municipio_0008687,740406,1.2667
8688,Colima,Municipio_0008688,473687,1.4211
8689,Nuevo Leon,Municipio_0008689,1987748,1.3496
8690,Puebla,Municipio_0008690,609560,1.3515
8691,Chiapas,Municipio_0008691,74012,-2.3876
8692,Jalisco,Municipio_0008692,1507316,0.4362
8693,Nayarit,Municipio_0008693,1753451,-1.545
8694,Oaxaca,Municipio_0008694,1147535,-1.1661
8695,Sonora,Municipio_0008695,1428956,1.0746
8696,Baja California,Municipio_0008696,971291,0.8661
8697,Nayarit,Municipio_0008697,482248,-1.2974
8698,Coahuila,Municipio_0008698,1945314,-2.3427
8699,Baja California,Municipio_0008699,164400,-0.3195
8700,Coahuila,Municipio_0008700,1892824,2.0864
8701,Coahuila,Municipio_0008701,1510287,1.0655
8702,Nuevo Leon,Municipio_0008702,132779,1.1812
8703,Chihuahua,Municipio_0008703,686769,1.9566
8704,San Luis Potosi,Municipio_0008704,367387,1.8458
8705,Coahuila,Municipio_0008705,1741711,-2.2879
8706,Sinaloa,Municipio_0008706,444654,-1.8633
8707,Morelos,Municipio_0008707,1524965,1.4483
8708,Puebla,Municipio_0008708,893925,-2.2199
8709,Puebla,Municipio_0008709,1373372,-2.2925
8710,Jalisco,Municipio_0008710,219159,-1.9385
8711,Guerrero,Municipio_0008711,1598088,0.0021
8712,Coahuila,Municipio_0008712,462747,0.5388
8713,Jalisco,Municipio_0008713,787231,1.851
8714,Michoacan,Municipio_0008714,525540,0.17
8715,Zacatecas,Municipio_0008715,1752657,-2.2476
8716,Yucatan,Municipio_0008716,358558,-0.513
8717,Zacatecas,Municipio_0008717,714535,0.3003
8718,Queretaro,Municipio_0008718,1921067,-1.9758
8719,Baja California,Municipio_0008719,827300,-0.1062
8720,Durango,Municipio_0008720,25536,-1.5784
8721,Coahuila,Municipio_0008721,1018926,2.4734
8722,Jalisco,Municipio_0008722,67657,1.5139
8723,Chiapas,Municipio_0008723,777356,-1.3307
8724,Queretaro,Municipio_0008724,383305,1.702
8725,Guanajuato,Municipio_0008725,196331,1.3675
8726,Queretaro,Municipio_0008726,1060281,1.4278
8727,Jalisco,Municipio_0008727,808398,2.3031
8728,Oaxaca,Municipio_0008728,882322,-1.4958
8729,Tabasco,Municipio_0008729,197433,0.1166
8730,Puebla,Municipio_0008730,1205459,1.2008
8731,Campeche,Municipio_0008731,486989,-1.5209
8732,Michoacan,Municipio_0008732,526230,-0.9375
8733,Puebla,Municipio_0008733,294796,2.2854
8734,Michoacan,Municipio_0008734,1058998,1.8065
8735,Chiapas,Municipio_0008735,92903,1.6208
8736,Quintana Roo,Municipio_0008736,704631,1.6214
8737,Guerrero,Municipio_0008737,1052684,-0.4901
8738,Sinaloa,Municipio_0008738,1922727,-1.1532
8739,Veracruz,Municipio_0008739,1175377,1.3467
8740,Jalisco,Municipio_0008740,576610,-0.151
8741,Tabasco,Municipio_0008741,860698,-0.3598
8742,San Luis Potosi,Municipio_0008742,1267945,0.9516
8743,Quintana Roo,Municipio_0008743,1494425,-0.7662
8744,Tabasco,Municipio_0008744,1319068,2.4099
8745,Puebla,Municipio_0008745,1416269,0.9495
8746,Colima,Municipio_0008746,169403,2.062
8747,Tlaxcala,Municipio_0008747,1310796,-1.1511
8748,Nayarit,Municipio_0008748,1929072,0.78
8749,Veracruz,Municipio_0008749,368246,-1.0298
8750,Campeche,Municipio_0008750,1741090,-0.4667
8751,Colima,Municipio_0008751,827152,1.4819
8752,Nuevo Leon,Municipio_0008752,1717515,-0.7439
8753,Oaxaca,Municipio_0008753,828239,0.9707
8754,Tabasco,Municipio_0008754,964538,-1.7644
8755,Jalisco,Municipio_0008755,1335080,-0.0593
8756,Hidalgo,Municipio_0008756,1125180,-0.2533
8757,Guanajuato,Municipio_0008757,390976,1.008
8758,Quintana Roo,Municipio_0008758,1900034,1.7819
8759,Nayarit,Municipio_0008759,1375832,1.0024
8760,Nayarit,Municipio_0008760,1107114,-1.8793
8761,Jalisco,Municipio_0008761,1883307,-1.0587
8762,Sinaloa,Municipio_0008762,382467,0.561
8763,San Luis Potosi,Municipio_0008763,83956,0.976
8764,Michoacan,Municipio_0008764,550672,-0.1488
8765,Durango,Municipio_0008765,1856955,2.2338
8766,Jalisco,Municipio_0008766,121212,-0.2736
8767,Durango,Municipio_0008767,1053888,-1.8624
8768,Quintana Roo,Municipio_0008768,1108770,-0.4733
8769,Mexico,Municipio_0008769,36170,0.6238
8770,Yucatan,Municipio_0008770,658920,0.7783
8771,Sonora,Municipio_0008771,1535655,-2.1286
8772,Tamaulipas,Municipio_0008772,1847219,-0.9591
8773,Michoacan,Municipio_0008773,1249208,2.4037
8774,Durango,Municipio_0008774,1236629,-0.303
8775,Sinaloa,Municipio_0008775,1119574,0.9828
8776,Nayarit,Municipio_0008776,1779166,-1.5106
8777,Oaxaca,Municipio_0008777,1430200,-2.3094
8778,Durango,Municipio_0008778,1052679,1.5346
8779,Zacatecas,Municipio_0008779,985957,-1.3821
8780,Nayarit,Municipio_0008780,999974,0.1159
8781,Queretaro,Municipio_0008781,336063,2.2377
8782,Morelos,Municipio_0008782,1706339,2.451
8783,Chiapas,Municipio_0008783,70059,1.1537
8784,Yucatan,Municipio_0008784,640681,0.9617
8785,Coahuila,Municipio_0008785,1234345,-0.2724
8786,Guanajuato,Municipio_0008786,956166,-1.8621
8787,Baja California,Municipio_0008787,274843,0.5949
8788,Puebla,Municipio_0008788,816922,-1.6558
8789,Chiapas,Municipio_0008789,1830897,2.3126
8790,Quintana Roo,Municipio_0008790,1762227,-0.6724
8791,Baja California,Municipio_0008791,1085951,1.501
8792,San Luis Potosi,Municipio_0008792,1934088,-0.5813
8793,Sinaloa,Municipio_0008793,1186981,1.013
8794,Jalisco,Municipio_0008794,403224,-1.5636
8795,Veracruz,Municipio_0008795,163206,-2.315
8796,Campeche,Municipio_0008796,626033,-1.8348
8797,Puebla,Municipio_0008797,957498,0.3633
8798,Quintana Roo,Municipio_0008798,103347,1.6011
8799,Mexico,Municipio_0008799,1633132,-2.2144
8800,Sonora,Municipio_0008800,1458272,0.6676
8801,Tabasco,Municipio_0008801,1144572,1.1234
8802,Durango,Municipio_0008802,636533,1.4024
8803,San Luis Potosi,Municipio_0008803,361519,0.9075
8804,Tlaxcala,Municipio_0008804,1140079,1.661
8805,Guanajuato,Municipio_0008805,921900,-1.022
8806,Queretaro,Municipio_0008806,1471762,2.0992
8807,Jalisco,Municipio_0008807,392074,1.6014
8808,Baja California,Municipio_0008808,790820,-1.8735
8809,Chihuahua,Municipio_0008809,836463,-1.7951
8810,Baja California,Municipio_0008810,871635,-1.156
8811,Morelos,Municipio_0008811,435830,1.2839
8812,Sinaloa,Municipio_0008812,1567317,-0.037
8813,Tabasco,Municipio_0008813,754653,-0.2967
8814,Campeche,Municipio_0008814,1317077,-1.8235
8815,Guerrero,Municipio_0008815,1859116,2.125
8816,Jalisco,Municipio_0008816,547525,-0.0063
8817,Veracruz,Municipio_0008817,1999245,0.3279
8818,Michoacan,Municipio_0008818,917269,0.3741
8819,Guanajuato,Municipio_0008819,1828027,0.9366
8820,Zacatecas,Municipio_0008820,825395,0.586
8821,Tamaulipas,Municipio_0008821,1208986,1.8522
8822,Jalisco,Municipio_0008822,1053218,1.1793
8823,Sinaloa,Municipio_0008823,1290035,-0.8786
8824,Baja California,Municipio_0008824,1515816,-1.1746
8825,Puebla,Municipio_0008825,1712711,0.2605
8826,Guerrero,Municipio_0008826,292527,-1.3174
8827,Hidalgo,Municipio_0008827,188065,1.2502
8828,Jalisco,Municipio_0008828,978924,-0.88
8829,Chiapas,Municipio_0008829,1112981,1.0189
8830,Baja California,Municipio_0008830,1082881,-0.9641
8831,Morelos,Municipio_0008831,1676747,1.9594
8832,Campeche,Municipio_0008832,267719,0.1339
8833,Michoacan,Municipio_0008833,1091213,0.7656
8834,Aguascalientes,Municipio_0008834,1479885,0.2768
8835,Nuevo Leon,Municipio_0008835,747084,1.1107
8836,Mexico,Municipio_0008836,1942447,-0.5877
8837,Queretaro,Municipio_0008837,1163272,-1.0812
8838,Aguascalientes,Municipio_0008838,1863799,0.6765
8839,Oaxaca,Municipio_0008839,1610430,0.1654
8840,Guerrero,Municipio_0008840,1561341,1.8893
8841,Veracruz,Municipio_0008841,267296,2.4151
8842,Yucatan,Municipio_0008842,49682,1.1123
8843,Yucatan,Municipio_0008843,1417512,-1.5252
8844,Mexico,Municipio_0008844,426090,2.1731
8845,Tamaulipas,Municipio_0008845,1170231,0.8391
8846,Queretaro,Municipio_0008846,944050,0.3935
8847,Durango,Municipio_0008847,563610,-0.8817
8848,Campeche,Municipio_0008848,235112,-2.0371
8849,Puebla,Municipio_0008849,1351364,0.912
8850,Tabasco,Municipio_0008850,1340963,1.7587
8851,Campeche,Municipio_0008851,91083,-2.2985
8852,Sonora,Municipio_0008852,521499,2.4156
8853,Queretaro,Municipio_0008853,503251,-1.9988
8854,Coahuila,Municipio_0008854,1407733,1.5847
8855,Hidalgo,Municipio_0008855,297124,-1.7419
8856,Michoacan,Municipio_0008856,722507,-2.3416
8857,Baja California,Municipio_0008857,1110869,1.1239
8858,Guanajuato,Municipio_0008858,407136,-0.7759
8859,Michoacan,Municipio_0008859,1876118,-2.4211
8860,Sinaloa,Municipio_0008860,1164908,1.8338
8861,Tamaulipas,Municipio_0008861,1272199,-1.6771
8862,Sinaloa,Municipio_0008862,1737608,0.6966
8863,Guanajuato,Municipio_0008863,1420669,-2.278
8864,Yucatan,Municipio_0008864,1554456,1.371
8865,Yucatan,Municipio_0008865,883908,0.1414
8866,Oaxaca,Municipio_0008866,1666875,-1.2882
8867,Durango,Municipio_0008867,1034502,2.2359
8868,Campeche,Municipio_0008868,110944,1.3329
8869,Michoacan,Municipio_0008869,1275515,1.1473
8870,Aguascalientes,Municipio_0008870,1848727,-1.2422
8871,Baja California,Municipio_0008871,1655451,-0.1201
8872,Veracruz,Municipio_0008872,1460906,1.8213
8873,Sonora,Municipio_0008873,892366,-0.9169
8874,Guanajuato,Municipio_0008874,1074022,-0.094
8875,Hidalgo,Municipio_0008875,1002762,2.0144
8876,Guanajuato,Municipio_0008876,1719335,0.8252
8877,Baja California,Municipio_0008877,1594161,-0.2451
8878,Sonora,Municipio_0008878,75443,0.6361
8879,Durango,Municipio_0008879,1163409,-2.1479
8880,Tlaxcala,Municipio_0008880,1515508,1.7719
8881,Morelos,Municipio_0008881,1388876,-2.1824
8882,Queretaro,Municipio_0008882,412054,-2.4525
8883,San Luis Potosi,Municipio_0008883,1475645,-1.4957
8884,Durango,Municipio_0008884,1125216,1.3644
8885,Sinaloa,Municipio_0008885,615399,-2.2934
8886,Colima,Municipio_0008886,913844,-1.359
8887,Tamaulipas,Municipio_0008887,1765478,0.3113
8888,Chiapas,Municipio_0008888,1086056,0.8883
8889,Hidalgo,Municipio_0008889,1971975,0.1464
8890,Coahuila,Municipio_0008890,1176681,-2.051
8891,Tamaulipas,Municipio_0008891,408614,-0.6551
8892,Colima,Municipio_0008892,249747,-0.3049
8893,Queretaro,Municipio_0008893,42711,1.701
8894,Chihuahua,Municipio_0008894,1147879,0.5116
8895,Zacatecas,Municipio_0008895,1227569,-0.5056
8896,Campeche,Municipio_0008896,1955463,-1.0219
8897,Michoacan,Municipio_0008897,250390,0.9529
8898,Michoacan,Municipio_0008898,1312485,2.3315
8899,Queretaro,Municipio_0008899,270465,-1.7471
8900,Chiapas,Municipio_0008900,798233,1.0033
8901,Mexico,Municipio_0008901,1637729,-2.2785
8902,Hidalgo,Municipio_0008902,331879,0.3507
8903,Chiapas,Municipio_0008903,150027,1.5942
8904,Zacatecas,Municipio_0008904,526303,1.6032
8905,Nuevo Leon,Municipio_0008905,664698,-1.6508
8906,Queretaro,Municipio_0008906,1163026,1.5637
8907,Mexico,Municipio_0008907,49087,-2.0147
8908,Oaxaca,Municipio_0008908,863525,1.9111
8909,Michoacan,Municipio_0008909,288511,0.1324
8910,Colima,Municipio_0008910,465932,1.4553
8911,Queretaro,Municipio_0008911,1564631,1.9712
8912,Coahuila,Municipio_0008912,668387,0.5131
8913,Baja California,Municipio_0008913,1618716,-2.1587
8914,Baja California,Municipio_0008914,1049015,0.273
8915,Nuevo Leon,Municipio_0008915,1765238,0.6435
8916,Queretaro,Municipio_0008916,207683,-0.4029
8917,Mexico,Municipio_0008917,1843683,-0.2357
8918,Queretaro,Municipio_0008918,1394713,-0.4938
8919,Tamaulipas,Municipio_0008919,225844,0.5859
8920,Aguascalientes,Municipio_0008920,414047,1.9028
8921,Mexico,Municipio_0008921,1095955,-1.6807
8922,Coahuila,Municipio_0008922,1997602,1.1322
8923,Oaxaca,Municipio_0008923,324776,-1.9275
8924,San Luis Potosi,Municipio_0008924,1881995,0.96
8925,Chiapas,Municipio_0008925,1616833,-0.7214
8926,Queretaro,Municipio_0008926,969716,-2.2969
8927,Morelos,Municipio_0008927,1079592,-1.413
8928,Chihuahua,Municipio_0008928,1899968,0.5186
8929,Colima,Municipio_0008929,1240213,2.1215
8930,Nuevo Leon,Municipio_0008930,1570920,0.5043
8931,San Luis Potosi,Municipio_0008931,220177,-1.3367
8932,Veracruz,Municipio_0008932,190702,1.4261
8933,Chiapas,Municipio_0008933,1880113,1.7058
8934,Morelos,Municipio_0008934,1781552,-1.7245
8935,Oaxaca,Municipio_0008935,1735292,-1.8169
8936,Sonora,Municipio_0008936,1618949,1.7108
8937,Chihuahua,Municipio_0008937,682788,2.0581
8938,Colima,Municipio_0008938,759016,-1.0878
8939,Mexico,Municipio_0008939,1783984,1.0537
8940,Morelos,Municipio_0008940,280643,-2.4279
8941,Baja California,Municipio_0008941,1626481,0.3515
8942,Campeche,Municipio_0008942,1946472,-0.1724
8943,Nayarit,Municipio_0008943,1765667,1.5009
8944,Sinaloa,Municipio_0008944,1423008,-2.3651
8945,Queretaro,Municipio_0008945,927989,0.9677
8946,Queretaro,Municipio_0008946,86888,-0.0442
8947,Queretaro,Municipio_0008947,1768750,-0.1811
8948,Colima,Municipio_0008948,1117285,0.7014
8949,Tabasco,Municipio_0008949,1194505,-1.9031
8950,Guanajuato,Municipio_0008950,1424217,2.1503
8951,Chiapas,Municipio_0008951,1222698,0.1724
8952,Guanajuato,Municipio_0008952,1298401,1.2836
8953,Oaxaca,Municipio_0008953,924852,-1.6363
8954,Puebla,Municipio_0008954,1358801,-2.2977
8955,Mexico,Municipio_0008955,1138433,0.0993
8956,Quintana Roo,Municipio_0008956,1981721,2.251
8957,Queretaro,Municipio_0008957,131436,-2.4913
8958,Tabasco,Municipio_0008958,1230025,-0.8616
8959,Durango,Municipio_0008959,337472,1.986
8960,Hidalgo,Municipio_0008960,1434179,1.8438
8961,Guanajuato,Municipio_0008961,902756,-2.0212
8962,Tlaxcala,Municipio_0008962,1858711,-1.0361
8963,Guerrero,Municipio_0008963,1123768,-1.9531
8964,Colima,Municipio_0008964,380169,1.9296
8965,Guerrero,Municipio_0008965,1410858,-1.7612
8966,Oaxaca,Municipio_0008966,552827,-1.1241
8967,Tamaulipas,Municipio_0008967,299742,1.585
8968,Guanajuato,Municipio_0008968,786136,-1.9735
8969,Tamaulipas,Municipio_0008969,819529,0.2391
8970,Michoacan,Municipio_0008970,1668988,-0.3866
8971,Oaxaca,Municipio_0008971,1458017,-0.8342
8972,Guerrero,Municipio_0008972,1637700,0.3744
8973,Puebla,Municipio_0008973,510315,-0.4049
8974,Hidalgo,Municipio_0008974,1106625,2.0951
8975,Colima,Municipio_0008975,1446107,1.8381
8976,Guanajuato,Municipio_0008976,1136461,1.0076
8977,Guerrero,Municipio_0008977,1506980,-2.4554
8978,Tabasco,Municipio_0008978,428444,0.2921
8979,Queretaro,Municipio_0008979,1309844,1.94
8980,Campeche,Municipio_0008980,83760,2.1018
8981,Sinaloa,Municipio_0008981,9760,2.4709
8982,Tlaxcala,Municipio_0008982,1348100,-1.0239
8983,Jalisco,Municipio_0008983,1805738,1.9601
8984,Guerrero,Municipio_0008984,1468119,-1.1295
8985,Quintana Roo,Municipio_0008985,581741,1.3858
8986,Quintana Roo,Municipio_0008986,755523,-1.3259
8987,Veracruz,Municipio_0008987,1424671,-1.8892
8988,Chihuahua,Municipio_0008988,1409019,0.9348
8989,Mexico,Municipio_0008989,913125,1.1637
8990,Jalisco,Municipio_0008990,1314976,0.4567
8991,Tlaxcala,Municipio_0008991,432757,1.898
8992,Nayarit,Municipio_0008992,1682758,0.572
8993,Quintana Roo,Municipio_0008993,1413173,-1.6949
8994,Chiapas,Municipio_0008994,1784721,1.976
8995,Oaxaca,Municipio_0008995,1957406,-0.4007
8996,Guerrero,Municipio_0008996,1277362,-0.8117
8997,Chihuahua,Municipio_0008997,397020,1.7205
8998,Campeche,Municipio_0008998,1630123,0.6282
8999,Puebla,Municipio_0008999,1036173,1.3163
9000,Tlaxcala,Municipio_0009000,366659,-1.537
9001,Sinaloa,Municipio_0009001,639626,-0.5841
9002,Queretaro,Municipio_0009002,1183241,-2.1101
9003,Baja California,Municipio_0009003,1702678,-0.1083
9004,Nayarit,Municipio_0009004,1901481,-1.0598
9005,Sonora,Municipio_0009005,1437272,-2.318
9006,Chiapas,Municipio_0009006,1002972,-0.1375
9007,Hidalgo,Municipio_0009007,358407,0.4449
9008,Guanajuato,Municipio_0009008,97955,1.5488
9009,Queretaro,Municipio_0009009,362061,1.1511
9010,Sinaloa,Municipio_0009010,804581,-2.1142
9011,Chiapas,Municipio_0009011,425625,1.7859
9012,Guanajuato,Municipio_0009012,1642550,2.3594
9013,Colima,Municipio_0009013,192642,2.0457
9014,Tabasco,Municipio_0009014,1166948,0.9934
9015,San Luis Potosi,Municipio_0009015,461203,-1.9307
9016,Hidalgo,Municipio_0009016,185600,0.5038
9017,Durango,Municipio_0009017,662814,-2.4457
9018,Aguascalientes,Municipio_0009018,101770,1.3119
9019,Queretaro,Municipio_0009019,1665905,-1.788
9020,Sonora,Municipio_0009020,1545404,-1.9952
9021,Tlaxcala,Municipio_0009021,714605,0.1335
9022,Nayarit,Municipio_0009022,1672265,-0.1706
9023,Puebla,Municipio_0009023,973318,0.594
9024,Durango,Municipio_0009024,844072,0.9141
9025,Durango,Municipio_0009025,879802,1.725
9026,Chiapas,Municipio_0009026,810932,-0.4377
9027,Guerrero,Municipio_0009027,1940075,2.3325
9028,Mexico,Municipio_0009028,25274,-1.3198
9029,Colima,Municipio_0009029,536427,-2.0069
9030,Hidalgo,Municipio_0009030,1309898,-0.9666
9031,Chiapas,Municipio_0009031,1340615,2.4741
9032,Nayarit,Municipio_0009032,524811,-0.2119
9033,Sonora,Municipio_0009033,665149,-1.2061
9034,Durango,Municipio_0009034,617793,-1.5792
9035,Queretaro,Municipio_0009035,870130,1.572
9036,Chihuahua,Municipio_0009036,1547060,1.9643
9037,Sinaloa,Municipio_0009037,754456,-1.6906
9038,Tlaxcala,Municipio_0009038,1500048,-0.4296
9039,Tabasco,Municipio_0009039,1390045,-0.0593
9040,Aguascalientes,Municipio_0009040,865520,0.0039
9041,San Luis Potosi,Municipio_0009041,592821,2.1298
9042,Durango,Municipio_0009042,853527,1.3121
9043,Queretaro,Municipio_0009043,36772,-1.7674
9044,Zacatecas,Municipio_0009044,587663,-0.575
9045,Oaxaca,Municipio_0009045,384774,-1.0183
9046,Durango,Municipio_0009046,1611668,0.1449
9047,Colima,Municipio_0009047,1075923,-1.4811
9048,Hidalgo,Municipio_0009048,1419097,-0.3042
9049,Yucatan,Municipio_0009049,1135794,-0.2065
9050,Campeche,Municipio_0009050,391238,0.1323
9051,Jalisco,Municipio_0009051,911552,1.7835
9052,Veracruz,Municipio_0009052,845820,-2.2134
9053,Chiapas,Municipio_0009053,920077,2.3919
9054,Aguascalientes,Municipio_0009054,284622,-0.8703
9055,Nayarit,Municipio_0009055,649320,2.4377
9056,Oaxaca,Municipio_0009056,342628,-1.6997
9057,Baja California,Municipio_0009057,826141,1.0288
9058,Tabasco,Municipio_0009058,564591,2.0763
9059,Quintana Roo,Municipio_0009059,1078507,-0.129
9060,Mexico,Municipio_0009060,821921,-0.6106
9061,Chihuahua,Municipio_0009061,1120043,-1.2315
9062,Colima,Municipio_0009062,376809,-1.2965
9063,Aguascalientes,Municipio_0009063,649609,0.15
9064,Baja California,Municipio_0009064,700888,0.309
9065,Baja California,Municipio_0009065,1990837,0.6251
9066,Colima,Municipio_0009066,1748368,-0.5199
9067,Coahuila,Municipio_0009067,1098507,0.9251
9068,Guanajuato,Municipio_0009068,1065428,1.9233
9069,Nuevo Leon,Municipio_0009069,980597,1.7038
9070,Guerrero,Municipio_0009070,519045,-0.0419
9071,Guerrero,Municipio_0009071,932420,-2.4861
